paper_id,instrument_id,status,evidence_quote,checked_date,notes
P02105,I00005,verified_true,All SuperDARN radar data available in the northern hemisphere are collected for the selected SI events.,2026-08-19T20:06:52,
P02243,I00002,verified_true,,2026-06-18T14:28:43,
P01895,I00007,verified_false,no canadian gnss,2026-06-18T15:22:16,
P02064,I00005,verified_false,not go canada radars,2026-06-18T17:09:09,
P04995,I00006,verified_false,uses CADI but not go canada,2026-06-18T18:28:40,
P00067,I00003,verified_false,,2026-06-18T18:29:13,
P01738,I00001,verified_false,,2026-06-26T21:24:58,
P05107,I00001,verified_true,,2026-06-29T15:55:44,
P02818,I00005,verified_false,Not Canadian radars,2026-06-29T16:44:47,
P01412,I00005,unsure,,2026-06-18T14:33:56,
P04949,I00002,verified_false,,2026-06-18T18:30:56,
P05107,I00009,verified_true,,2026-06-29T15:55:44,
P01427,I00002,verified_true,carisma,2026-06-18T17:10:04,
P04949,I00001,verified_false,,2026-06-18T18:30:56,
P01020,I00002,verified_false,Themis but not ASI,2026-06-26T21:26:26,
P01648,I00005,verified_false,,2026-08-19T20:11:59,not canadian
P01492,I00002,verified_false,only use NORTSAR msp which doesnt count as per my def,2026-06-18T14:44:14,
P04419,I00004,verified_false,just shows and talks about rego/themis asi,2026-06-18T18:34:08,
P00507,I00005,verified_false,"This study has presented statistical distributions of spectral
width data from the Halley SuperDARN radar only",2026-06-29T16:48:23,
P01492,I00010,verified_false,,2026-06-18T14:44:14,
P02030,I00009,verified_true,go rio,2026-06-18T15:24:24,
P01173,I00001,verified_true,uses canopus,2026-06-18T17:12:31,
P04419,I00001,verified_false,just shows and talks about rego/themis asi,2026-06-18T18:34:08,
P00411,I00005,verified_false,uses superDARN radar but def not canadian ones,2026-06-26T21:29:38,
P02535,I00007,verified_true,this is actually superDARN,2026-06-18T14:46:58,
P01359,I00005,verified_false,uses superDARN but not canadian radars,2026-06-18T15:27:20,
P00585,I00002,verified_false,,2026-06-18T18:38:43,
P00763,I00001,verified_false,,2026-06-18T14:49:26,
P02032,I00005,verified_true,,2026-06-18T19:15:44,
P03994,I00006,verified_true,,2026-06-29T16:52:28,
P04392,I00002,verified_true,TREx,2026-06-26T20:45:36,
P03994,I00002,verified_true,,2026-06-29T16:52:28,
P01867,I00004,verified_true,,2026-08-19T20:16:45,
P01867,I00005,verified_true,,2026-08-19T20:16:45,
P01341,I00002,verified_true,,2026-06-18T14:51:51,
P01180,I00004,verified_false,,2026-06-18T17:20:11,
P03188,I00007,verified_false,,2026-06-29T16:08:48,
P01867,I00002,verified_true,,2026-08-19T20:16:45,
P01867,I00010,verified_true,,2026-08-19T20:16:45,
P01341,I00007,verified_true,,2026-06-18T14:51:51,
P02890,I00010,verified_false,not themis asi,2026-06-18T17:29:02,
P04164,I00005,unsure,,2026-06-18T17:30:19,
P00913,I00009,verified_false,,2026-06-26T20:51:13,
P03082,I00005,verified_true,uses superDARN canada,2026-06-26T21:39:51,
P04694,I00010,verified_true,,2026-08-19T20:29:13,
P00798,I00006,verified_false,not canadian,2026-06-18T17:31:41,
P00238,I00002,verified_false,only uses CADI,2026-06-26T20:52:34,
P00238,I00006,verified_false,,2026-06-26T20:52:34,
P01341,I00006,verified_true,,2026-06-18T14:51:51,
P02881,I00005,verified_true,,2026-06-29T16:12:06,
P04919,I00002,verified_true,,2026-06-29T16:14:52,
P03895,I00007,verified_false,,2026-06-18T17:33:49,
P03657,I00005,verified_false,true superDARN but is def not superDARN Canada,2026-06-26T20:54:34,
P02881,I00002,verified_true,,2026-06-29T16:12:06,
P04919,I00005,verified_true,,2026-06-29T16:14:52,
P02880,I00005,verified_true,,2026-06-29T16:58:18,
P03895,I00006,verified_false,,2026-06-18T17:33:49,
P02757,I00009,verified_true,,2026-06-29T16:18:07,
P02058,I00005,unsure,Does use superDARN but maybe not canadian,2026-06-18T14:54:23,
P04319,I00005,verified_true,the University of Saskatchewan (https://superdarn.ca/data-download),2026-08-19T20:31:42,
P00223,I00003,verified_false,LIGO instrument,2026-06-18T17:34:38,
P02010,I00001,verified_false,,2026-06-26T20:57:40,
P02185,I00005,verified_false,,2026-06-26T21:52:34,
P02757,I00005,verified_true,,2026-06-29T16:18:07,
P02272,I00007,verified_false,uses CADI not go-canada,2026-06-18T14:55:42,
P02099,I00002,verified_true,uses CHAIN,2026-06-18T14:56:35,
P01835,I00006,verified_false,,2026-06-29T17:01:02,
