author_id,author_name
A00982,A. Keiling
A00983,J. R. Wygant
A00984,C. Cattell
A00985,K.‐H. Kim
A00986,M. Temerin
A00987,F. S. Mozer
A00988,C. A. Kletzing
A00989,P. K. Toivanen
A00990,Daniel N. Baker
A00991,William K. Peterson
A00992,X. Li
A00993,Andreas Keiling
A00994,John R. Wygant
A00995,T. A. Howard
A00996,P. J. Chi
A00997,J. Raeder
A00998,E. Zesta
A00999,K. Kitamura
A01000,M. B. Moldwin
A01001,S. Zarembinski
A01002,N. Dubouloz
A01003,Mehdi Bouhram
A01004,D. Delcourt
A01005,M. Malingre
A01006,J.-A. Sauvaud
A01007,Pavlo V. Ponomarenko
A01008,M. D. Sciffer
A01009,L. R. Lyons
A01010,Gang Lu
A01011,P. B. Byrne
A01012,Jeffrey Thayer
A01013,M. A. McCready
A01014,P. L. Shopbell
A01015,S. T. Miller
A01016,Kathryn A. McWilliams
A01017,J. Sigwarth
A01018,G. Haerendel
A01019,W. Baumjohann
A01020,U. Auster
A01021,C.-S. Huang
A01022,J.M. Rees
A01023,C.R. Wilford
A01024,R.J. Moffett
A01025,Z.C. Dent
A01026,I.R. Mann
A01027,D. J. Knudsen
A01028,B. Jackel
A01029,W. D. Shaw
A01030,Feza Arıkan
A01031,Orhan Arıkan
A01032,Sana Salous
A01033,Akira Sessai Yukimatu
A01034,Masaki Tsutsumi
A01035,Gary A. Abel
A01036,Mervyn. P. Freeman
A01037,P.G. Hanlon
A01038,K.A. McWilliams
A01039,Nozomu Nishitani
A01040,Tadahiko Ogawa
A01041,Oleg Troshichev
A01042,T. Hughes
A01043,Robin Barnes
A01044,E. E. Woodfield
A01045,Keisuke Hosokawa
A01046,I. J. Coleman
A01047,M.T. Syrjäsuo
A01048,E.F. Donovan
A01049,K. Emilia J. Huttunen
A01050,Hannu E. J. Koskinen
A01051,Antti Pulkkinen
A01052,Minna Palmroth
A01053,E. Geoffrey D. Reeves
A01054,L L Cogger
A01055,E F Donovan
A01056,D J Knudsen
A01057,J S Murphree
A01058,T S Trondsen
A01059,J. M. Forbes
A01060,X. Zhang
A01061,E. R. Talaat
A01062,J.‐P. St‐Maurice
A01063,P. T. Newell
A01064,D. L. Murr
A01065,H. U. Frey
A01066,A. T. Weatherwax
A01067,David K. Milling
A01068,J. Wild
A01069,S. D. Bale
A01070,Hitoshi Matsuoka
A01071,A. Sessai Yukimatu
A01072,H. Yamagishi
A01073,P. Ponomarenko
A01074,T. Goka
A01075,Simon G. Shepherd
A01076,Thomas S. Sotirelis
A01077,Robin J. Barnes
