paper_id,instrument_id,status,evidence_quote,checked_date,notes
P00100,I00014,verified_true,,2026-06-09T11:07:19,review_decision=Correct instrument/component | corrected_instrument=Single Beam Riometer
P00100,I00017,verified_true,,2026-06-09T10:38:47,review_decision=Correct instrument/component | corrected_instrument=GO_RIO
P00105,I00004,verified_true,,2026-06-09T11:09:08,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P00153,I00018,verified_true,,2026-06-08T16:24:38,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00179,I00005,verified_true,,2026-06-09T11:19:42,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00184,I00005,verified_true,,2026-06-09T11:16:26,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00206,I00012,verified_true,,2026-06-09T10:32:24,review_decision=Correct instrument/component | corrected_instrument=GO STORM MSP
P00212,I00010,verified_true,,2026-06-09T10:31:57,review_decision=Correct instrument/component | corrected_instrument=FESO
P00212,I00007,verified_true,,2026-06-08T16:08:02,review_decision=Correct instrument/component | corrected_instrument=AGO
P00213,I00005,verified_false,,2026-06-09T11:18:01,review_decision=Incorrect instrument/component | corrected_instrument=THEMIS ASI
P00218,I00007,verified_true,,2026-06-08T16:08:56,review_decision=Correct instrument/component | corrected_instrument=AGO
P00249,I00005,verified_true,,2026-06-09T11:19:18,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00251,I00017,verified_true,,2026-06-09T10:37:23,review_decision=Correct instrument/component | corrected_instrument=GO_RIO
P00266,I00005,verified_true,,2026-06-09T11:18:16,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00297,I00022,verified_true,,2026-06-08T16:12:10,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00312,I00022,verified_true,,2026-06-09T10:00:31,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00317,I00022,verified_true,,2026-06-08T16:12:01,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00324,I00005,verified_true,,2026-06-09T11:19:57,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00335,I00005,verified_true,,2026-06-09T11:19:28,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00354,I00005,verified_true,,2026-06-09T11:16:44,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00368,I00005,verified_true,,2026-06-09T11:18:49,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00406,I00004,verified_true,,2026-06-09T11:09:56,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P00426,I00005,verified_true,,2026-06-09T11:18:30,review_decision=Correct instrument/component | corrected_instrument=THEMIS ASI
P00431,I00015,verified_true,,2026-06-09T11:20:39,review_decision=Correct instrument/component | corrected_instrument=TREx RGB
P00508,I00007,verified_true,,2026-06-08T15:59:37,review_decision=Correct instrument/component | corrected_instrument=AGO
P00510,I00004,verified_true,,2026-06-09T11:10:55,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P00512,I00016,verified_true,,2026-06-09T11:20:46,review_decision=Correct instrument/component | corrected_instrument=TREx Spectrograph
P00515,I00018,verified_true,,2026-06-08T16:23:19,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00523,I00018,verified_true,,2026-06-09T10:04:39,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00526,I00018,verified_true,,2026-06-08T16:25:55,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00531,I00018,verified_true,,2026-06-08T16:25:44,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00532,I00018,verified_true,,2026-06-08T16:25:31,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00538,I00018,verified_true,,2026-06-08T16:23:52,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00546,I00018,verified_true,,2026-06-08T16:25:19,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00560,I00003,verified_true,,2026-06-09T11:16:01,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P00562,I00018,verified_true,,2026-06-09T10:05:06,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00568,I00009,verified_true,,2026-06-09T11:20:16,review_decision=Correct instrument/component | corrected_instrument=TREx
P00569,I00009,verified_true,,2026-06-09T11:20:06,review_decision=Correct instrument/component | corrected_instrument=TREx
P00571,I00013,verified_true,,2026-06-09T11:03:56,review_decision=Correct instrument/component | corrected_instrument=SEC/OTHER
P00588,I00018,verified_true,,2026-06-08T16:26:14,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00592,I00018,verified_true,,2026-06-08T16:24:27,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00599,I00018,verified_true,,2026-06-09T10:05:22,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00615,I00018,verified_true,,2026-06-09T10:03:58,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00618,I00018,verified_true,,2026-06-08T16:24:12,review_decision=Correct instrument/component | corrected_instrument=CANOPUS
P00649,I00018,unsure,,2026-06-09T10:03:27,review_decision=Unsure | corrected_instrument=CANOPUS
P00660,I00010,verified_false,,2026-06-09T10:31:32,review_decision=Incorrect instrument/component | corrected_instrument=FESO
P00662,I00023,verified_true,,2026-06-09T10:40:07,review_decision=Correct instrument/component | corrected_instrument=NASCAM
P00664,I00006,verified_true,,2026-06-09T10:40:35,review_decision=Correct instrument/component | corrected_instrument=Rainbow
P00664,I00007,verified_true,,2026-06-08T16:00:32,review_decision=Correct instrument/component | corrected_instrument=AGO
P00665,I00007,verified_true,,2026-06-08T16:10:26,review_decision=Correct instrument/component | corrected_instrument=AGO
P00666,I00007,verified_false,,2026-06-08T16:04:39,review_decision=Incorrect instrument/component | corrected_instrument=AGO
P00676,I00022,verified_true,,2026-06-09T10:00:20,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00692,I00008,verified_false,,2026-06-09T11:00:50,review_decision=Incorrect instrument/component | corrected_instrument=RISR-C
P00698,I00008,verified_true,,2026-06-09T10:58:04,review_decision=Correct instrument/component | corrected_instrument=RISR-C
P00705,I00008,verified_true,,2026-06-09T11:03:47,review_decision=Correct instrument/component | corrected_instrument=RISR-C
P00744,I00025,verified_true,,2026-06-09T10:39:26,review_decision=Correct instrument/component | corrected_instrument=ICEBEAR
P00748,I00025,verified_true,,2026-06-09T10:39:12,review_decision=Correct instrument/component | corrected_instrument=ICEBEAR
P00794,I00003,verified_true,,2026-06-09T11:13:32,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P00824,I00021,verified_true,,2026-06-09T10:09:29,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P00842,I00021,verified_true,,2026-06-09T10:19:06,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P00849,I00021,verified_true,,2026-06-09T10:09:17,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P00863,I00026,verified_true,,2026-06-08T15:58:25,review_decision=Correct instrument/component | corrected_instrument=ACHAIM
P00915,I00024,verified_true,,2026-06-09T10:25:54,review_decision=Correct instrument/component | corrected_instrument=ECHAIM
P00951,I00024,verified_true,,2026-06-09T10:20:42,review_decision=Correct instrument/component | corrected_instrument=ECHAIM
P00982,I00022,verified_true,,2026-06-09T09:59:05,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00994,I00021,verified_true,,2026-06-09T10:17:57,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P00995,I00022,verified_true,,2026-06-08T16:22:40,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00996,I00021,verified_true,,2026-06-09T10:18:18,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P00998,I00024,verified_true,,2026-06-09T10:25:37,review_decision=Correct instrument/component | corrected_instrument=ECHAIM
P01034,I00021,verified_true,,2026-06-09T10:09:07,review_decision=Correct instrument/component | corrected_instrument=CHAIN
P01071,I00003,verified_true,,2026-06-09T11:14:57,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01107,I00003,verified_true,,2026-06-09T11:12:53,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01110,I00003,verified_true,,2026-06-09T11:14:24,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01112,I00003,verified_true,,2026-06-09T11:14:46,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01152,I00003,verified_true,,2026-06-09T11:12:16,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01214,I00004,verified_true,,2026-06-09T11:11:23,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01216,I00022,verified_true,,2026-06-08T16:14:21,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P00713,I00003,verified_true,,2026-06-18T16:24:37,
P00942,I00021,verified_true,,2026-06-18T17:40:31,
P01251,I00004,verified_true,,2026-06-09T11:08:47,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01257,I00003,verified_true,,2026-06-09T11:13:51,review_decision=Correct instrument/component | corrected_instrument=SuperDARN_CA
P01276,I00004,verified_true,,2026-06-09T11:08:10,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01378,I00004,verified_true,,2026-06-09T11:10:31,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01444,I00011,verified_true,,2026-06-09T10:06:23,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P01450,I00004,verified_true,,2026-06-09T11:10:45,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01452,I00004,verified_true,,2026-06-09T11:10:06,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01563,I00004,verified_true,,2026-06-09T11:10:18,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01571,I00004,verified_true,,2026-06-09T11:11:12,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01680,I00007,verified_true,,2026-06-08T16:07:16,review_decision=Correct instrument/component | corrected_instrument=AGO
P01770,I00004,verified_true,,2026-06-09T11:11:03,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01795,I00004,verified_true,,2026-06-09T11:07:55,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01830,I00004,verified_true,,2026-06-09T11:11:30,review_decision=Correct instrument/component | corrected_instrument=SuperDARN
P01942,I00019,verified_true,,2026-06-08T15:57:53,review_decision=Correct instrument/component | corrected_instrument=ABOVE
P01943,I00019,verified_true,,2026-06-08T15:58:09,review_decision=Correct instrument/component | corrected_instrument=ABOVE
P01945,I00022,verified_true,,2026-06-08T16:22:20,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01947,I00022,verified_true,,2026-06-08T16:11:53,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01949,I00022,verified_true,,2026-06-08T16:13:41,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01952,I00022,verified_true,,2026-06-08T16:20:22,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01953,I00011,verified_true,,2026-06-09T10:08:32,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P01955,I00022,verified_true,,2026-06-09T10:00:54,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01956,I00022,verified_true,,2026-06-08T16:22:12,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01957,I00022,verified_true,,2026-06-08T16:16:33,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01958,I00022,verified_true,,2026-06-08T16:13:52,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01960,I00022,verified_true,,2026-06-08T16:14:04,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01963,I00022,verified_false,,2026-06-08T16:21:58,review_decision=Incorrect instrument/component | corrected_instrument=AUTUMNX
P01970,I00022,verified_true,,2026-06-08T16:16:10,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01977,I00022,verified_true,,2026-06-08T16:22:54,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P01978,I00022,verified_true,,2026-06-08T16:20:49,review_decision=Correct instrument/component | corrected_instrument=AUTUMNX
P02023,I00011,verified_true,,2026-06-09T10:06:36,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02077,I00011,verified_true,,2026-06-09T10:08:18,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02105,I00011,verified_true,,2026-06-09T10:08:04,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02109,I00011,verified_true,,2026-06-09T10:06:05,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02115,I00011,verified_true,,2026-06-09T10:08:54,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02175,I00011,verified_true,,2026-06-09T10:07:18,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02208,I00011,verified_true,,2026-06-09T10:07:36,review_decision=Correct instrument/component | corrected_instrument=CARISMA
P02231,I00027,verified_true,,2026-06-09T10:19:23,review_decision=Correct instrument/component | corrected_instrument=DNT
P02234,I00027,verified_true,,2026-06-09T10:20:13,review_decision=Correct instrument/component | corrected_instrument=DNT
P02235,I00027,verified_true,,2026-06-09T10:20:22,review_decision=Correct instrument/component | corrected_instrument=DNT
P02264,I00017,verified_true,,2026-06-09T10:38:39,review_decision=Correct instrument/component | corrected_instrument=GO_RIO
P02268,I00025,verified_true,,2026-06-09T10:39:52,review_decision=Correct instrument/component | corrected_instrument=ICEBEAR
P01966,I00011,verified_true,,2026-06-18T16:26:59,
P00942,I00011,verified_true,,2026-06-18T17:40:31,
P01068,I00003,verified_true,,2026-06-26T21:57:46,
P01966,I00005,verified_true,,2026-06-18T16:26:59,
P01360,I00004,verified_true,,2026-06-18T16:42:59,
P01360,I00003,verified_true,,2026-06-18T16:42:59,
P01822,I00004,verified_true,,2026-06-29T16:31:55,
P00773,I00021,verified_true,,2026-06-26T21:05:07,
P00797,I00021,verified_true,,2026-06-18T16:48:14,
P01976,I00022,verified_true,,2026-06-18T18:14:07,
P01976,I00005,verified_true,,2026-06-18T18:14:07,
P00878,I00022,verified_true,,2026-06-29T14:29:16,
P00878,I00011,verified_true,,2026-06-29T14:29:16,
P00878,I00021,verified_true,,2026-06-29T14:29:16,
P00878,I00004,verified_true,,2026-06-29T14:29:16,
P00878,I00003,verified_true,,2026-06-29T14:29:16,
P01976,I00011,verified_true,,2026-06-18T18:14:07,
P02188,I00011,verified_true,,2026-06-26T21:10:44,
P02127,I00011,verified_true,,2026-06-18T16:50:35,
P02311,I00004,verified_false,doesnt use data,2026-06-29T15:02:10,
P00765,I00021,verified_true,,2026-06-29T15:03:25,
P01190,I00004,verified_true,,2026-06-18T16:58:57,
P01948,I00022,verified_true,,2026-06-29T15:05:45,
P01948,I00011,verified_true,,2026-06-29T15:05:45,
P02200,I00011,verified_true,,2026-06-29T15:08:29,
P02200,I00017,verified_true,,2026-06-29T15:08:29,
P00352,I00011,verified_true,,2026-06-29T15:10:09,
P00352,I00005,verified_true,,2026-06-29T15:10:09,
P01190,I00003,verified_true,,2026-06-18T16:58:57,
P02117,I00011,verified_true,,2026-06-18T17:00:03,
P00865,I00024,verified_true,,2026-06-18T18:24:41,
P00865,I00021,verified_true,,2026-06-18T18:24:41,
P01075,I00003,verified_true,,2026-06-18T18:26:25,
P01622,I00004,verified_true,but not go canada radars,2026-06-18T17:08:59,
P01075,I00004,verified_true,,2026-06-18T18:26:25,
P02206,I00011,verified_true,,2026-08-04T14:38:40,
P01815,I00004,verified_true,All SuperDARN radar data available in the northern hemisphere are collected for the selected SI events.,2026-08-19T20:06:39,
P01602,I00004,verified_true,,2026-07-13T14:23:16,
P02111,I00011,verified_true,,2026-06-18T17:09:52,
P01849,I00004,verified_true,,2026-06-29T16:46:36,
P02040,I00011,verified_true,,2026-06-18T17:10:58,
P00051,I00002,verified_false,just shows and talks about rego/themis asi,2026-06-18T18:33:55,
P01458,I00004,verified_true,,2026-06-29T15:57:11,
P00051,I00005,verified_false,just shows and talks about rego/themis asi,2026-06-18T18:33:55,
P01846,I00004,verified_true,uses superDARN radar but def not canadian ones,2026-06-26T21:29:19,
P01458,I00003,verified_true,,2026-06-29T16:02:01,
P01202,I00004,verified_true,,2026-06-18T17:13:48,
P01315,I00004,verified_true,,2026-06-29T16:05:23,
P01202,I00003,verified_true,,2026-06-18T17:13:48,
P01238,I00004,verified_true,,2026-06-18T19:15:34,
P01238,I00003,verified_true,,2026-06-18T19:15:34,
P01315,I00003,verified_true,,2026-06-29T16:05:23,
P01607,I00004,verified_true,,2026-06-18T17:16:06,
P00109,I00003,verified_true,,2026-08-19T20:17:08,
P00109,I00004,verified_true,,2026-08-19T20:17:08,
P00109,I00005,verified_true,,2026-08-19T20:17:08,
P01244,I00003,verified_true,,2026-06-29T16:10:12,
P00602,I00018,verified_true,,2026-08-19T20:26:48,
P01842,I00004,verified_true,uses superDARN canada,2026-06-26T21:39:23,
P01244,I00004,verified_true,,2026-06-29T16:10:12,
P00449,I00005,verified_true,,2026-08-19T20:28:56,
P00257,I00004,verified_true,,2026-06-29T16:11:54,
P01484,I00003,verified_true,,2026-06-29T16:14:10,
P01584,I00004,verified_true,,2026-06-29T16:57:44,
P01610,I00004,verified_true,,2026-08-19T20:29:53,
P01799,I00004,verified_true,true superDARN but is def not superDARN Canada,2026-06-26T20:54:20,
P00257,I00022,verified_true,,2026-06-29T16:11:54,
P00257,I00005,verified_true,,2026-06-29T16:11:54,
P01484,I00004,verified_true,,2026-06-29T16:13:11,
P01099,I00004,verified_true,,2026-08-19T20:31:06,
P00094,I00017,verified_true,,2026-06-29T16:17:52,
P00094,I00004,verified_true,,2026-06-29T16:17:52,
P01099,I00003,verified_true,the University of Saskatchewan (https://superdarn.ca/data-download),2026-08-19T20:31:06,
P00445,I00004,verified_false,,2026-06-26T21:52:19,
P00094,I00014,verified_true,,2026-06-29T16:17:52,
P00094,I00003,verified_true,,2026-06-29T16:17:52,
