paper_id,instrument_id,status,evidence_quote,checked_date,notes
P04550,I00004,verified_false,JWST data,2026-06-26T21:27:30,
P01467,I00005,verified_false,,2026-08-19T20:12:13,not canadian
P00392,I00002,verified_false,uses superDARN radar but def not canadian ones,2026-06-26T21:29:54,
P03395,I00004,verified_false,,2026-06-29T16:49:16,
P00392,I00005,verified_false,,2026-06-26T21:29:54,
P04821,I00004,verified_false,,2026-06-29T16:50:30,
P02491,I00004,verified_false,used the MOST satellitle,2026-06-26T21:30:51,
P04953,I00004,verified_false,,2026-06-29T16:51:58,
P03589,I00002,verified_true,,2026-06-29T16:53:12,
P03589,I00008,verified_true,,2026-06-29T16:53:12,
P03990,I00004,verified_true,TREx,2026-06-26T20:45:51,
P02876,I00010,verified_false,,2026-06-29T16:08:34,
P03589,I00001,verified_true,,2026-06-29T16:53:12,
P03589,I00003,verified_true,,2026-06-29T16:53:12,
P04663,I00002,verified_false,uses GIRO,2026-06-26T20:47:26,
P04663,I00008,verified_false,,2026-06-26T20:47:26,
P02876,I00002,verified_false,,2026-06-29T16:08:34,
P00716,I00002,verified_false,,2026-06-29T16:55:06,
P02308,I00004,verified_false,,2026-06-26T20:48:19,
P00716,I00003,verified_false,,2026-06-29T16:55:06,
P00879,I00002,verified_false,,2026-06-26T20:51:42,
P00879,I00011,verified_false,,2026-06-26T20:51:42,
P02766,I00005,verified_true,,2026-06-26T21:39:35,
P04931,I00004,verified_false,,2026-06-29T16:56:23,
P00206,I00002,verified_false,only uses CADI,2026-06-26T20:52:56,
P00206,I00001,verified_false,,2026-06-26T20:52:56,
P00206,I00008,verified_false,,2026-06-26T20:52:56,
P02766,I00002,verified_true,uses superDARN canada,2026-06-26T21:39:35,
P02581,I00001,verified_true,,2026-06-29T16:12:29,
P04679,I00002,verified_true,,2026-06-29T16:15:09,
P04679,I00005,verified_true,,2026-06-29T16:15:09,
P02580,I00002,verified_true,,2026-06-29T16:58:35,
P03280,I00002,verified_false,true superDARN but is def not superDARN Canada,2026-06-26T20:55:34,
P03280,I00005,verified_false,,2026-06-26T20:55:34,
P02581,I00002,verified_true,,2026-06-29T16:12:29,
P02581,I00005,verified_true,,2026-06-29T16:12:29,
P04679,I00001,verified_true,,2026-06-29T16:15:09,
P02580,I00005,verified_true,,2026-06-29T16:58:35,
P03910,I00002,verified_true,,2026-08-19T20:31:24,
P01775,I00002,verified_false,,2026-06-26T20:57:21,
P02468,I00002,verified_true,,2026-06-29T16:18:26,
P02468,I00005,verified_true,,2026-06-29T16:18:26,
P04712,I00004,verified_false,,2026-06-29T16:59:36,
P01624,I00008,verified_false,,2026-06-29T17:00:17,
P03910,I00005,verified_true,,2026-08-19T20:31:24,
P01775,I00003,verified_false,,2026-06-26T20:57:21,
P01923,I00005,verified_false,,2026-06-26T21:53:08,
P02468,I00011,verified_true,,2026-06-29T16:18:26,
P01624,I00002,verified_false,,2026-06-29T17:00:17,
